Concrete,Strand,Rebar,Span_ft,Gir Dep (in),Lat Spac (ft),No. of Gir,bot flange bot part depth (in),bot flange bot part width (in),Number of strand per girder,Harp Pos (ft),Combo,Design_Rank,Family_ID
505.0,2.23,2.18,120.0,70.48818898,7.166666667,6.0,2.647058824,48.82362205,54.0,53.03937008,20.0,4,505.0_2.23_2.18_120.0
505.0,2.23,2.18,120.0,69.22834646,7.166666667,6.0,7.588235294,48.82362205,52.0,39.52755906,20.0,5,505.0_2.23_2.18_120.0
600.0,2.23,2.18,120.0,71.24409449,7.166666667,6.0,4.647058824,37.85354331,56.0,50.58267717,26.0,1,600.0_2.23_2.18_120.0
600.0,2.23,2.18,120.0,70.23622047,7.166666667,6.0,8.529411765,29.32125984,54.0,48.33070866,26.0,2,600.0_2.23_2.18_120.0
600.0,2.23,2.18,120.0,62.92913386,7.166666667,6.0,4.235294118,62.84094488,64.0,42.39370079,26.0,3,600.0_2.23_2.18_120.0
600.0,2.23,2.18,120.0,66.20472441,6.142857143,7.0,7.117647059,23.56535433,54.0,59.59055118,26.0,4,600.0_2.23_2.18_120.0
600.0,2.23,2.18,120.0,68.97637795,5.375,8.0,11.41176471,31.13267717,44.0,57.54330709,26.0,5,600.0_2.23_2.18_120.0
405.0,1.73,3.45,120.0,69.48031496,7.166666667,6.0,9.588235294,35.41574803,54.0,34.0,13.0,1,405.0_1.73_3.45_120.0
405.0,1.73,3.45,120.0,66.70866142,6.142857143,7.0,5.764705882,24.61012373,48.0,39.11811024,13.0,2,405.0_1.73_3.45_120.0
405.0,1.73,3.45,120.0,70.23622047,7.166666667,6.0,10.70588235,39.68188976,54.0,47.30708661,13.0,3,405.0_1.73_3.45_120.0
405.0,1.73,3.45,120.0,64.44094488,5.375,8.0,14.35294118,47.58779528,48.0,40.75590551,13.0,4,405.0_1.73_3.45_120.0
405.0,1.73,3.45,120.0,70.48818898,7.166666667,6.0,6.176470588,20.78897638,56.0,56.92913386,13.0,5,405.0_1.73_3.45_120.0
505.0,1.73,3.45,120.0,69.48031496,7.166666667,6.0,7.882352941,34.80629921,54.0,44.64566929,19.0,1,505.0_1.73_3.45_120.0
505.0,1.73,3.45,120.0,68.72440945,6.142857143,7.0,8.117647059,28.26681665,52.0,52.83464567,19.0,2,505.0_1.73_3.45_120.0
505.0,1.73,3.45,120.0,57.63779528,5.375,8.0,7.941176471,16.96299213,54.0,59.79527559,19.0,3,505.0_1.73_3.45_120.0
505.0,1.73,3.45,120.0,68.72440945,6.142857143,7.0,8.117647059,28.26681665,52.0,52.83464567,19.0,4,505.0_1.73_3.45_120.0
505.0,1.73,3.45,120.0,70.23622047,7.166666667,6.0,6.823529412,30.54015748,56.0,44.8503937,19.0,5,505.0_1.73_3.45_120.0
600.0,1.73,3.45,120.0,69.73228346,7.166666667,6.0,7.529411765,20.17952756,54.0,40.14173228,25.0,1,600.0_1.73_3.45_120.0
600.0,1.73,3.45,120.0,67.96850394,7.166666667,6.0,4.294117647,30.54015748,58.0,46.69291339,25.0,2,600.0_1.73_3.45_120.0
600.0,1.73,3.45,120.0,72.0,7.166666667,6.0,6.352941176,33.58740157,58.0,54.88188976,25.0,3,600.0_1.73_3.45_120.0
600.0,1.73,3.45,120.0,58.14173228,6.142857143,7.0,13.29411765,43.415973,60.0,51.19685039,25.0,4,600.0_1.73_3.45_120.0
600.0,1.73,3.45,120.0,69.73228346,5.375,8.0,11.41176471,15.59173228,46.0,34.20472441,25.0,5,600.0_1.73_3.45_120.0
405.0,2.23,2.82,120.0,70.74015748,7.166666667,6.0,8.0,33.58740157,54.0,35.43307087,15.0,1,405.0_2.23_2.82_120.0
405.0,2.23,2.82,120.0,68.22047244,5.375,8.0,12.94117647,28.84724409,46.0,60.0,15.0,2,405.0_2.23_2.82_120.0
405.0,2.23,2.82,120.0,64.94488189,7.166666667,6.0,4.470588235,42.11968504,60.0,36.04724409,15.0,3,405.0_2.23_2.82_120.0
405.0,2.23,2.82,120.0,61.16535433,6.142857143,7.0,7.235294118,37.66974128,58.0,39.73228346,15.0,4,405.0_2.23_2.82_120.0
405.0,2.23,2.82,120.0,69.22834646,7.166666667,6.0,8.411764706,28.1023622,54.0,36.45669291,15.0,5,405.0_2.23_2.82_120.0
505.0,2.23,2.82,120.0,71.24409449,7.166666667,6.0,13.05882353,37.24409449,54.0,35.02362205,21.0,1,505.0_2.23_2.82_120.0
505.0,2.23,2.82,120.0,67.46456693,7.166666667,6.0,5.0,50.04251969,56.0,34.0,21.0,2,505.0_2.23_2.82_120.0
505.0,2.23,2.82,120.0,72.0,6.142857143,7.0,7.882352941,36.62497188,48.0,35.63779528,21.0,3,505.0_2.23_2.82_120.0
505.0,2.23,2.82,120.0,68.72440945,7.166666667,6.0,7.470588235,25.66456693,56.0,43.82677165,21.0,4,505.0_2.23_2.82_120.0
505.0,2.23,2.82,120.0,70.48818898,7.166666667,6.0,14.29411765,34.80629921,54.0,46.28346457,21.0,5,505.0_2.23_2.82_120.0
600.0,2.23,2.82,120.0,70.48818898,7.166666667,6.0,8.0,16.52283465,54.0,52.83464567,27.0,1,600.0_2.23_2.82_120.0
600.0,2.23,2.82,120.0,70.74015748,7.166666667,6.0,5.294117647,27.49291339,52.0,35.84251969,27.0,2,600.0_2.23_2.82_120.0
600.0,2.23,2.82,120.0,68.22047244,7.166666667,6.0,5.705882353,31.75905512,52.0,42.80314961,27.0,3,600.0_2.23_2.82_120.0
600.0,2.23,2.82,120.0,71.49606299,7.166666667,6.0,13.0,13.47559055,54.0,52.62992126,27.0,4,600.0_2.23_2.82_120.0
600.0,2.23,2.82,120.0,70.48818898,7.166666667,6.0,12.76470588,13.47559055,54.0,52.42519685,27.0,5,600.0_2.23_2.82_120.0
405.0,1.26,2.18,140.0,72.0,7.166666667,6.0,3.058823529,37.85354331,72.0,57.57647059,1.0,1,405.0_1.26_2.18_140.0
405.0,1.26,2.18,140.0,59.4015748,7.166666667,6.0,12.70588235,64.05984252,82.0,46.98823529,1.0,2,405.0_1.26_2.18_140.0
405.0,1.26,2.18,140.0,63.18110236,6.142857143,7.0,6.941176471,44.98312711,72.0,67.45882353,1.0,3,405.0_1.26_2.18_140.0
405.0,1.26,2.18,140.0,66.96062992,5.375,8.0,9.705882353,52.15866142,62.0,57.85882353,1.0,4,405.0_1.26_2.18_140.0
405.0,1.26,2.18,140.0,70.48818898,7.166666667,6.0,9.411764706,20.78897638,74.0,39.92941176,1.0,5,405.0_1.26_2.18_140.0
505.0,1.26,2.18,140.0,71.7480315,7.166666667,6.0,9.294117647,30.54015748,72.0,66.04705882,4.0,1,505.0_1.26_2.18_140.0
505.0,1.26,2.18,140.0,70.74015748,7.166666667,6.0,2.235294118,71.98267717,76.0,52.49411765,4.0,2,505.0_1.26_2.18_140.0
505.0,1.26,2.18,140.0,68.47244094,7.166666667,6.0,3.647058824,62.23149606,76.0,47.97647059,4.0,3,505.0_1.26_2.18_140.0
505.0,1.26,2.18,140.0,57.38582677,6.142857143,7.0,8.0,50.20697413,78.0,63.78823529,4.0,4,505.0_1.26_2.18_140.0
505.0,1.26,2.18,140.0,71.7480315,7.166666667,6.0,7.764705882,33.58740157,72.0,39.36470588,4.0,5,505.0_1.26_2.18_140.0
600.0,1.26,2.18,140.0,67.96850394,7.166666667,6.0,5.705882353,33.58740157,74.0,46.42352941,7.0,1,600.0_1.26_2.18_140.0
600.0,1.26,2.18,140.0,66.70866142,6.142857143,7.0,6.470588235,50.72935883,70.0,51.36470588,7.0,2,600.0_1.26_2.18_140.0
600.0,1.26,2.18,140.0,67.46456693,7.166666667,6.0,6.764705882,61.01259843,76.0,45.01176471,7.0,3,600.0_1.26_2.18_140.0
600.0,1.26,2.18,140.0,69.73228346,6.142857143,7.0,9.352941176,38.19212598,74.0,50.65882353,7.0,4,600.0_1.26_2.18_140.0
600.0,1.26,2.18,140.0,71.24409449,5.375,8.0,7.470588235,20.16259843,60.0,61.52941176,7.0,5,600.0_1.26_2.18_140.0
405.0,1.73,2.82,140.0,70.74015748,7.166666667,6.0,8.823529412,39.68188976,68.0,37.10588235,2.0,1,405.0_1.73_2.82_140.0
405.0,1.73,2.82,140.0,71.7480315,7.166666667,6.0,3.0,62.84094488,72.0,59.27058824,2.0,2,405.0_1.73_2.82_140.0
405.0,1.73,2.82,140.0,68.97637795,7.166666667,6.0,0.0,49.16220472,72.0,49.67058824,2.0,3,405.0_1.73_2.82_140.0
405.0,1.73,2.82,140.0,63.43307087,6.142857143,7.0,9.882352941,51.77412823,74.0,68.58823529,2.0,4,405.0_1.73_2.82_140.0
405.0,1.73,2.82,140.0,66.70866142,5.375,8.0,10.52941176,42.55984252,62.0,35.12941176,2.0,5,405.0_1.73_2.82_140.0
505.0,1.73,2.82,140.0,69.73228346,5.375,8.0,1.352941176,43.01692913,62.0,48.68235294,5.0,1,505.0_1.73_2.82_140.0
505.0,1.73,2.82,140.0,63.18110236,6.142857143,7.0,4.176470588,43.415973,72.0,36.68235294,5.0,2,505.0_1.73_2.82_140.0
505.0,1.73,2.82,140.0,69.22834646,7.166666667,6.0,9.0,36.02519685,72.0,63.50588235,5.0,3,505.0_1.73_2.82_140.0
505.0,1.73,2.82,140.0,63.18110236,6.142857143,7.0,4.176470588,43.415973,72.0,36.68235294,5.0,4,505.0_1.73_2.82_140.0
505.0,1.73,2.82,140.0,69.73228346,5.375,8.0,1.352941176,43.01692913,62.0,48.68235294,5.0,5,505.0_1.73_2.82_140.0
600.0,1.73,2.82,140.0,70.48818898,6.142857143,7.0,6.647058824,40.28166479,68.0,60.25882353,8.0,1,600.0_1.73_2.82_140.0
600.0,1.73,2.82,140.0,66.96062992,7.166666667,6.0,7.705882353,30.54015748,74.0,39.92941176,8.0,2,600.0_1.73_2.82_140.0
600.0,1.73,2.82,140.0,71.49606299,6.142857143,7.0,7.764705882,31.40112486,66.0,39.08235294,8.0,3,600.0_1.73_2.82_140.0
600.0,1.73,2.82,140.0,66.96062992,7.166666667,6.0,11.29411765,36.02519685,76.0,42.61176471,8.0,4,600.0_1.73_2.82_140.0
600.0,1.73,2.82,140.0,69.48031496,7.166666667,6.0,9.0,31.75905512,72.0,62.23529412,8.0,5,600.0_1.73_2.82_140.0
405.0,2.23,3.45,140.0,71.24409449,7.166666667,6.0,5.588235294,30.54015748,70.0,38.37647059,3.0,1,405.0_2.23_3.45_140.0
405.0,2.23,3.45,140.0,66.45669291,7.166666667,6.0,3.470588235,45.77637795,82.0,37.95294118,3.0,2,405.0_2.23_3.45_140.0
405.0,2.23,3.45,140.0,67.96850394,5.375,8.0,10.41176471,19.2484252,62.0,40.49411765,3.0,3,405.0_2.23_3.45_140.0
405.0,2.23,3.45,140.0,72.0,7.166666667,6.0,6.294117647,36.63464567,72.0,42.75294118,3.0,4,405.0_2.23_3.45_140.0
405.0,2.23,3.45,140.0,64.44094488,6.142857143,7.0,4.117647059,52.29651294,68.0,34.84705882,3.0,5,405.0_2.23_3.45_140.0
505.0,2.23,3.45,140.0,71.7480315,6.142857143,7.0,13.05882353,17.81912261,66.0,43.17647059,6.0,1,505.0_2.23_3.45_140.0
505.0,2.23,3.45,140.0,70.74015748,7.166666667,6.0,6.882352941,37.85354331,70.0,34.84705882,6.0,2,505.0_2.23_3.45_140.0
505.0,2.23,3.45,140.0,70.99212598,6.142857143,7.0,4.470588235,38.19212598,68.0,69.15294118,6.0,3,505.0_2.23_3.45_140.0
505.0,2.23,3.45,140.0,70.99212598,6.142857143,7.0,3.117647059,64.31136108,72.0,41.48235294,6.0,4,505.0_2.23_3.45_140.0
505.0,2.23,3.45,140.0,65.95275591,5.375,8.0,6.470588235,50.78740157,66.0,50.23529412,6.0,5,505.0_2.23_3.45_140.0
600.0,2.23,3.45,140.0,71.7480315,7.166666667,6.0,14.88235294,30.54015748,70.0,38.23529412,9.0,1,600.0_2.23_3.45_140.0
600.0,2.23,3.45,140.0,71.24409449,7.166666667,6.0,7.235294118,26.88346457,72.0,37.10588235,9.0,2,600.0_2.23_3.45_140.0
600.0,2.23,3.45,140.0,61.41732283,6.142857143,7.0,4.705882353,71.1023622,72.0,50.09411765,9.0,3,600.0_2.23_3.45_140.0
600.0,2.23,3.45,140.0,68.22047244,5.375,8.0,6.529411765,43.01692913,64.0,44.72941176,9.0,4,600.0_2.23_3.45_140.0
600.0,2.23,3.45,140.0,70.23622047,7.166666667,6.0,5.470588235,29.93070866,72.0,53.05882353,9.0,5,600.0_2.23_3.45_140.0
405.0,1.26,2.82,140.0,71.24409449,7.166666667,6.0,5.705882353,64.66929134,68.0,40.63529412,10.0,1,405.0_1.26_2.82_140.0
405.0,1.26,2.82,140.0,71.7480315,7.166666667,6.0,1.823529412,42.11968504,72.0,34.84705882,10.0,2,405.0_1.26_2.82_140.0
405.0,1.26,2.82,140.0,69.73228346,7.166666667,6.0,4.352941176,52.48031496,72.0,35.12941176,10.0,3,405.0_1.26_2.82_140.0
405.0,1.26,2.82,140.0,66.96062992,5.375,8.0,7.058823529,22.4480315,64.0,36.4,10.0,4,405.0_1.26_2.82_140.0
405.0,1.26,2.82,140.0,68.22047244,6.142857143,7.0,7.235294118,25.65489314,70.0,66.47058824,10.0,5,405.0_1.26_2.82_140.0
505.0,1.26,2.82,140.0,62.42519685,6.142857143,7.0,5.529411765,50.20697413,76.0,34.84705882,16.0,1,505.0_1.26_2.82_140.0
505.0,1.26,2.82,140.0,70.99212598,7.166666667,6.0,5.176470588,34.80629921,74.0,40.07058824,16.0,2,505.0_1.26_2.82_140.0
505.0,1.26,2.82,140.0,69.98425197,7.166666667,6.0,5.235294118,60.40314961,74.0,45.57647059,16.0,3,505.0_1.26_2.82_140.0
505.0,1.26,2.82,140.0,70.23622047,7.166666667,6.0,8.647058824,34.80629921,78.0,48.4,16.0,4,505.0_1.26_2.82_140.0
505.0,1.26,2.82,140.0,66.70866142,5.375,8.0,7.764705882,30.67559055,68.0,68.72941176,16.0,5,505.0_1.26_2.82_140.0
600.0,1.26,2.82,140.0,68.72440945,7.166666667,6.0,7.470588235,28.1023622,74.0,49.52941176,22.0,1,600.0_1.26_2.82_140.0
600.0,1.26,2.82,140.0,67.96850394,7.166666667,6.0,7.352941176,28.71181102,76.0,49.24705882,22.0,2,600.0_1.26_2.82_140.0
600.0,1.26,2.82,140.0,63.43307087,7.166666667,6.0,3.058823529,61.62204724,86.0,40.21176471,22.0,3,600.0_1.26_2.82_140.0
600.0,1.26,2.82,140.0,70.48818898,6.142857143,7.0,7.294117647,25.13250844,66.0,45.15294118,22.0,4,600.0_1.26_2.82_140.0
600.0,1.26,2.82,140.0,66.70866142,5.375,8.0,7.058823529,20.61968504,64.0,65.90588235,22.0,5,600.0_1.26_2.82_140.0
405.0,1.26,3.45,140.0,69.48031496,5.375,8.0,10.64705882,39.81732283,58.0,44.58823529,11.0,1,405.0_1.26_3.45_140.0
405.0,1.26,3.45,140.0,66.96062992,7.166666667,6.0,10.11764706,55.52755906,74.0,53.62352941,11.0,2,405.0_1.26_3.45_140.0
405.0,1.26,3.45,140.0,56.37795276,6.142857143,7.0,8.705882353,71.1023622,84.0,62.09411765,11.0,3,405.0_1.26_3.45_140.0
405.0,1.26,3.45,140.0,69.48031496,5.375,8.0,10.64705882,39.81732283,58.0,44.58823529,11.0,4,405.0_1.26_3.45_140.0
405.0,1.26,3.45,140.0,70.74015748,7.166666667,6.0,10.47058824,52.48031496,70.0,37.67058824,11.0,5,405.0_1.26_3.45_140.0
505.0,1.26,3.45,140.0,69.48031496,5.375,8.0,10.64705882,42.55984252,64.0,55.6,17.0,1,505.0_1.26_3.45_140.0
505.0,1.26,3.45,140.0,69.22834646,7.166666667,6.0,4.882352941,38.46299213,72.0,36.68235294,17.0,2,505.0_1.26_3.45_140.0
505.0,1.26,3.45,140.0,69.48031496,5.375,8.0,10.64705882,42.55984252,64.0,55.6,17.0,3,505.0_1.26_3.45_140.0
505.0,1.26,3.45,140.0,60.91338583,6.142857143,7.0,4.117647059,57.52035996,76.0,62.51764706,17.0,4,505.0_1.26_3.45_140.0
505.0,1.26,3.45,140.0,71.24409449,7.166666667,6.0,9.470588235,33.58740157,74.0,59.55294118,17.0,5,505.0_1.26_3.45_140.0
600.0,1.26,3.45,140.0,68.22047244,4.777777778,9.0,12.0,26.45459318,60.0,47.69411765,23.0,1,600.0_1.26_3.45_140.0
600.0,1.26,3.45,140.0,71.7480315,7.166666667,6.0,8.411764706,43.9480315,74.0,41.2,23.0,2,600.0_1.26_3.45_140.0
600.0,1.26,3.45,140.0,63.18110236,5.375,8.0,5.294117647,59.47204724,74.0,62.8,23.0,3,600.0_1.26_3.45_140.0
600.0,1.26,3.45,140.0,70.99212598,7.166666667,6.0,7.941176471,20.17952756,74.0,59.55294118,23.0,4,600.0_1.26_3.45_140.0
600.0,1.26,3.45,140.0,57.63779528,6.142857143,7.0,7.058823529,49.16220472,90.0,34.70588235,23.0,5,600.0_1.26_3.45_140.0
405.0,2.23,2.18,140.0,71.7480315,7.166666667,6.0,12.76470588,35.41574803,70.0,47.55294118,14.0,1,405.0_2.23_2.18_140.0
405.0,2.23,2.18,140.0,69.73228346,7.166666667,6.0,5.588235294,57.96535433,76.0,65.90588235,14.0,2,405.0_2.23_2.18_140.0
405.0,2.23,2.18,140.0,70.99212598,7.166666667,6.0,8.941176471,54.30866142,74.0,62.94117647,14.0,3,405.0_2.23_2.18_140.0
405.0,2.23,2.18,140.0,68.47244094,6.142857143,7.0,9.529411765,37.14735658,66.0,55.45882353,14.0,4,405.0_2.23_2.18_140.0
405.0,2.23,2.18,140.0,70.23622047,7.166666667,6.0,8.588235294,47.60472441,70.0,40.21176471,14.0,5,405.0_2.23_2.18_140.0
505.0,2.23,2.18,140.0,63.93700787,6.142857143,7.0,4.764705882,38.19212598,72.0,53.76470588,20.0,1,505.0_2.23_2.18_140.0
505.0,2.23,2.18,140.0,69.22834646,7.166666667,6.0,3.882352941,58.57480315,76.0,37.38823529,20.0,2,505.0_2.23_2.18_140.0
505.0,2.23,2.18,140.0,70.48818898,7.166666667,6.0,10.58823529,49.43307087,70.0,49.67058824,20.0,3,505.0_2.23_2.18_140.0
505.0,2.23,2.18,140.0,66.96062992,5.375,8.0,5.647058824,24.27637795,64.0,56.16470588,20.0,4,505.0_2.23_2.18_140.0
505.0,2.23,2.18,140.0,70.74015748,7.166666667,6.0,5.235294118,46.99527559,72.0,34.56470588,20.0,5,505.0_2.23_2.18_140.0
600.0,2.23,2.18,140.0,69.48031496,6.142857143,7.0,12.52941176,51.77412823,64.0,34.28235294,26.0,1,600.0_2.23_2.18_140.0
600.0,2.23,2.18,140.0,72.0,7.166666667,6.0,7.0,53.6992126,68.0,44.02352941,26.0,2,600.0_2.23_2.18_140.0
600.0,2.23,2.18,140.0,71.24409449,7.166666667,6.0,9.235294118,45.16692913,70.0,43.31764706,26.0,3,600.0_2.23_2.18_140.0
600.0,2.23,2.18,140.0,71.24409449,6.142857143,7.0,9.705882353,16.2519685,66.0,49.95294118,26.0,4,600.0_2.23_2.18_140.0
600.0,2.23,2.18,140.0,67.71653543,5.375,8.0,6.705882353,24.73346457,64.0,51.22352941,26.0,5,600.0_2.23_2.18_140.0
405.0,1.73,3.45,140.0,72.0,7.166666667,6.0,2.294117647,69.54488189,66.0,37.52941176,13.0,1,405.0_1.73_3.45_140.0
405.0,1.73,3.45,140.0,68.97637795,6.142857143,7.0,7.411764706,26.17727784,68.0,39.64705882,13.0,2,405.0_1.73_3.45_140.0
405.0,1.73,3.45,140.0,70.74015748,7.166666667,6.0,5.352941176,35.41574803,72.0,34.42352941,13.0,3,405.0_1.73_3.45_140.0
405.0,1.73,3.45,140.0,72.0,7.166666667,6.0,2.235294118,71.98267717,66.0,37.52941176,13.0,4,405.0_1.73_3.45_140.0
405.0,1.73,3.45,140.0,67.21259843,5.375,8.0,4.647058824,43.93110236,58.0,44.87058824,13.0,5,405.0_1.73_3.45_140.0
505.0,1.73,3.45,140.0,66.70866142,5.375,8.0,5.529411765,24.73346457,64.0,34.56470588,19.0,1,505.0_1.73_3.45_140.0
505.0,1.73,3.45,140.0,70.23622047,7.166666667,6.0,9.588235294,47.60472441,70.0,62.37647059,19.0,2,505.0_1.73_3.45_140.0
505.0,1.73,3.45,140.0,71.7480315,7.166666667,6.0,10.76470588,49.43307087,70.0,63.22352941,19.0,3,505.0_1.73_3.45_140.0
505.0,1.73,3.45,140.0,71.24409449,7.166666667,6.0,9.588235294,40.9007874,74.0,42.04705882,19.0,4,505.0_1.73_3.45_140.0
505.0,1.73,3.45,140.0,62.67716535,6.142857143,7.0,13.82352941,30.35635546,76.0,45.85882353,19.0,5,505.0_1.73_3.45_140.0
600.0,1.73,3.45,140.0,70.48818898,7.166666667,6.0,7.470588235,45.16692913,70.0,42.89411765,25.0,1,600.0_1.73_3.45_140.0
600.0,1.73,3.45,140.0,69.48031496,7.166666667,6.0,13.88235294,61.62204724,80.0,57.29411765,25.0,2,600.0_1.73_3.45_140.0
600.0,1.73,3.45,140.0,69.73228346,7.166666667,6.0,14.82352941,51.26141732,74.0,57.43529412,25.0,3,600.0_1.73_3.45_140.0
600.0,1.73,3.45,140.0,61.41732283,6.142857143,7.0,9.0,39.23689539,74.0,61.81176471,25.0,4,600.0_1.73_3.45_140.0
600.0,1.73,3.45,140.0,65.7007874,5.375,8.0,9.529411765,16.96299213,68.0,51.50588235,25.0,5,600.0_1.73_3.45_140.0
405.0,2.23,2.82,140.0,70.23622047,7.166666667,6.0,11.64705882,21.3984252,72.0,41.62352941,15.0,1,405.0_2.23_2.82_140.0
405.0,2.23,2.82,140.0,67.46456693,6.142857143,7.0,13.23529412,49.68458943,66.0,56.44705882,15.0,2,405.0_2.23_2.82_140.0
405.0,2.23,2.82,140.0,62.17322835,5.375,8.0,6.058823529,38.44606299,66.0,62.94117647,15.0,3,405.0_2.23_2.82_140.0
405.0,2.23,2.82,140.0,71.24409449,7.166666667,6.0,12.17647059,53.6992126,68.0,45.43529412,15.0,4,405.0_2.23_2.82_140.0
405.0,2.23,2.82,140.0,71.7480315,7.166666667,6.0,9.058823529,59.18425197,68.0,35.12941176,15.0,5,405.0_2.23_2.82_140.0
505.0,2.23,2.82,140.0,62.92913386,6.142857143,7.0,10.23529412,51.25174353,72.0,44.58823529,21.0,1,505.0_2.23_2.82_140.0
505.0,2.23,2.82,140.0,71.24409449,7.166666667,6.0,7.176470588,23.83622047,72.0,41.2,21.0,2,505.0_2.23_2.82_140.0
505.0,2.23,2.82,140.0,69.48031496,7.166666667,6.0,2.294117647,81.12440945,76.0,41.2,21.0,3,505.0_2.23_2.82_140.0
505.0,2.23,2.82,140.0,66.70866142,5.375,8.0,4.294117647,34.33228346,66.0,49.52941176,21.0,4,505.0_2.23_2.82_140.0
505.0,2.23,2.82,140.0,70.48818898,7.166666667,6.0,11.70588235,40.9007874,70.0,63.22352941,21.0,5,505.0_2.23_2.82_140.0
600.0,2.23,2.82,140.0,67.21259843,6.142857143,7.0,7.764705882,38.19212598,66.0,48.4,27.0,1,600.0_2.23_2.82_140.0
600.0,2.23,2.82,140.0,72.0,7.166666667,6.0,2.529411765,70.15433071,68.0,48.11764706,27.0,2,600.0_2.23_2.82_140.0
600.0,2.23,2.82,140.0,67.46456693,6.142857143,7.0,12.64705882,54.90843645,72.0,50.94117647,27.0,3,600.0_2.23_2.82_140.0
600.0,2.23,2.82,140.0,69.22834646,5.375,8.0,6.941176471,40.27440945,62.0,54.75294118,27.0,4,600.0_2.23_2.82_140.0
600.0,2.23,2.82,140.0,71.49606299,7.166666667,6.0,2.411764706,68.93543307,68.0,49.38823529,27.0,5,600.0_2.23_2.82_140.0
405.0,1.26,2.18,160.0,68.97637795,6.142857143,7.0,14.29411765,67.96805399,84.0,57.45098039,1.0,1,405.0_1.26_2.18_160.0
405.0,1.26,2.18,160.0,67.46456693,6.142857143,7.0,4.647058824,51.25174353,90.0,43.38039216,1.0,2,405.0_1.26_2.18_160.0
405.0,1.26,2.18,160.0,71.24409449,7.166666667,6.0,6.352941176,54.91811024,92.0,68.2745098,1.0,3,405.0_1.26_2.18_160.0
405.0,1.26,2.18,160.0,62.42519685,5.375,8.0,7.764705882,40.27440945,90.0,52.03921569,1.0,4,405.0_1.26_2.18_160.0
405.0,1.26,2.18,160.0,71.24409449,7.166666667,6.0,5.823529412,50.6519685,92.0,38.87058824,1.0,5,405.0_1.26_2.18_160.0
505.0,1.26,2.18,160.0,70.48818898,7.166666667,6.0,8.647058824,28.1023622,96.0,51.31764706,4.0,1,505.0_1.26_2.18_160.0
505.0,1.26,2.18,160.0,71.7480315,7.166666667,6.0,4.294117647,58.57480315,94.0,39.41176471,4.0,2,505.0_1.26_2.18_160.0
505.0,1.26,2.18,160.0,62.92913386,6.142857143,7.0,5.294117647,46.02789651,98.0,74.40784314,4.0,3,505.0_1.26_2.18_160.0
505.0,1.26,2.18,160.0,66.70866142,5.375,8.0,8.176470588,22.90511811,86.0,65.74901961,4.0,4,505.0_1.26_2.18_160.0
505.0,1.26,2.18,160.0,70.74015748,7.166666667,6.0,8.588235294,40.29133858,94.0,36.88627451,4.0,5,505.0_1.26_2.18_160.0
600.0,1.26,2.18,160.0,71.24409449,6.142857143,7.0,4.764705882,44.46074241,92.0,75.30980392,7.0,1,600.0_1.26_2.18_160.0
600.0,1.26,2.18,160.0,70.99212598,7.166666667,6.0,12.47058824,50.04251969,96.0,63.04313725,7.0,2,600.0_1.26_2.18_160.0
600.0,1.26,2.18,160.0,66.45669291,6.142857143,7.0,8.588235294,44.46074241,96.0,61.23921569,7.0,3,600.0_1.26_2.18_160.0
600.0,1.26,2.18,160.0,69.73228346,7.166666667,6.0,5.882352941,38.46299213,96.0,44.28235294,7.0,4,600.0_1.26_2.18_160.0
600.0,1.26,2.18,160.0,67.96850394,5.375,8.0,8.470588235,27.01889764,86.0,35.98431373,7.0,5,600.0_1.26_2.18_160.0
405.0,1.73,2.82,160.0,61.92125984,6.142857143,7.0,6.823529412,38.71451069,98.0,34.0,2.0,1,405.0_1.73_2.82_160.0
405.0,1.73,2.82,160.0,72.0,5.375,8.0,6.470588235,30.67559055,80.0,41.75686275,2.0,2,405.0_1.73_2.82_160.0
405.0,1.73,2.82,160.0,69.48031496,7.166666667,6.0,8.882352941,53.08976378,92.0,64.30588235,2.0,3,405.0_1.73_2.82_160.0
405.0,1.73,2.82,160.0,66.96062992,4.777777778,9.0,7.117647059,23.20419948,76.0,45.7254902,2.0,4,405.0_1.73_2.82_160.0
405.0,1.73,2.82,160.0,69.73228346,7.166666667,6.0,1.176470588,59.79370079,94.0,49.8745098,2.0,5,405.0_1.73_2.82_160.0
505.0,1.73,2.82,160.0,66.70866142,6.142857143,7.0,12.35294118,70.5799775,92.0,70.8,5.0,1,505.0_1.73_2.82_160.0
505.0,1.73,2.82,160.0,71.24409449,7.166666667,6.0,8.941176471,60.40314961,98.0,52.03921569,5.0,2,505.0_1.73_2.82_160.0
505.0,1.73,2.82,160.0,70.74015748,7.166666667,6.0,9.705882353,48.82362205,92.0,48.43137255,5.0,3,505.0_1.73_2.82_160.0
505.0,1.73,2.82,160.0,71.7480315,7.166666667,6.0,8.352941176,48.82362205,92.0,47.70980392,5.0,4,505.0_1.73_2.82_160.0
505.0,1.73,2.82,160.0,69.48031496,5.375,8.0,10.70588235,37.98897638,80.0,56.90980392,5.0,5,505.0_1.73_2.82_160.0
600.0,1.73,2.82,160.0,71.24409449,7.166666667,6.0,7.529411765,35.41574803,92.0,52.58039216,8.0,1,600.0_1.73_2.82_160.0
600.0,1.73,2.82,160.0,68.72440945,7.166666667,6.0,9.529411765,49.43307087,116.0,78.01568627,8.0,2,600.0_1.73_2.82_160.0
