Concrete,Strand,Rebar,Span_ft,Gir Dep (in),Lat Spac (ft),No. of Gir,bot flange bot part depth (in),bot flange bot part width (in),Number of strand per girder,Harp Pos (ft),Combo,Design_Rank,Family_ID
600.0,1.73,2.82,100.0,69.22834646,6.142857143,7.0,9.294117647,20.43104612,34.0,37.02362205,8.0,4,600.0_1.73_2.82_100.0
600.0,1.73,2.82,100.0,71.7480315,7.166666667,6.0,8.352941176,22.00787402,44.0,34.62992126,8.0,5,600.0_1.73_2.82_100.0
405.0,2.23,3.45,100.0,66.70866142,7.166666667,6.0,4.235294118,28.71181102,38.0,35.00787402,3.0,1,405.0_2.23_3.45_100.0
405.0,2.23,3.45,100.0,63.18110236,6.142857143,7.0,6.705882353,13.11766029,38.0,43.19685039,3.0,2,405.0_2.23_3.45_100.0
405.0,2.23,3.45,100.0,67.46456693,7.166666667,6.0,4.0,28.1023622,38.0,35.13385827,3.0,3,405.0_2.23_3.45_100.0
405.0,2.23,3.45,100.0,70.74015748,7.166666667,6.0,6.941176471,31.1496063,38.0,38.66141732,3.0,4,405.0_2.23_3.45_100.0
405.0,2.23,3.45,100.0,57.38582677,5.375,8.0,4.058823529,21.53385827,36.0,36.77165354,3.0,5,405.0_2.23_3.45_100.0
505.0,2.23,3.45,100.0,69.22834646,7.166666667,6.0,5.882352941,18.96062992,40.0,40.17322835,6.0,1,505.0_2.23_3.45_100.0
505.0,2.23,3.45,100.0,66.96062992,6.142857143,7.0,2.411764706,48.63982002,36.0,46.22047244,6.0,2,505.0_2.23_3.45_100.0
505.0,2.23,3.45,100.0,67.21259843,6.142857143,7.0,4.058823529,24.08773903,34.0,35.00787402,6.0,3,505.0_2.23_3.45_100.0
505.0,2.23,3.45,100.0,72.0,7.166666667,6.0,1.058823529,78.68661417,38.0,39.16535433,6.0,4,505.0_2.23_3.45_100.0
505.0,2.23,3.45,100.0,57.63779528,5.375,8.0,3.705882353,39.81732283,36.0,42.81889764,6.0,5,505.0_2.23_3.45_100.0
600.0,2.23,3.45,100.0,62.67716535,7.166666667,6.0,14.29411765,39.68188976,42.0,38.91338583,9.0,1,600.0_2.23_3.45_100.0
600.0,2.23,3.45,100.0,66.96062992,6.142857143,7.0,2.411764706,48.63982002,36.0,46.22047244,9.0,2,600.0_2.23_3.45_100.0
600.0,2.23,3.45,100.0,67.21259843,6.142857143,7.0,4.058823529,24.08773903,34.0,35.00787402,9.0,3,600.0_2.23_3.45_100.0
600.0,2.23,3.45,100.0,67.96850394,7.166666667,6.0,5.529411765,26.27401575,38.0,34.75590551,9.0,4,600.0_2.23_3.45_100.0
600.0,2.23,3.45,100.0,56.88188976,5.375,8.0,6.941176471,35.70354331,36.0,47.48031496,9.0,5,600.0_2.23_3.45_100.0
405.0,1.26,2.82,100.0,70.23622047,7.166666667,6.0,8.352941176,20.17952756,40.0,39.41732283,10.0,1,405.0_1.26_2.82_100.0
405.0,1.26,2.82,100.0,49.07086614,6.142857143,7.0,4.823529412,55.43082115,50.0,48.11023622,10.0,2,405.0_1.26_2.82_100.0
405.0,1.26,2.82,100.0,69.22834646,7.166666667,6.0,10.76470588,18.3511811,42.0,34.37795276,10.0,3,405.0_1.26_2.82_100.0
405.0,1.26,2.82,100.0,57.38582677,5.375,8.0,11.70588235,34.33228346,38.0,39.79527559,10.0,4,405.0_1.26_2.82_100.0
405.0,1.26,2.82,100.0,71.24409449,7.166666667,6.0,12.88235294,14.69448819,46.0,35.88976378,10.0,5,405.0_1.26_2.82_100.0
505.0,1.26,2.82,100.0,67.46456693,6.142857143,7.0,4.117647059,25.65489314,36.0,35.51181102,16.0,1,505.0_1.26_2.82_100.0
505.0,1.26,2.82,100.0,67.71653543,7.166666667,6.0,8.705882353,10.42834646,44.0,35.88976378,16.0,2,505.0_1.26_2.82_100.0
505.0,1.26,2.82,100.0,60.40944882,5.375,8.0,3.235294118,19.70551181,38.0,43.32283465,16.0,3,505.0_1.26_2.82_100.0
505.0,1.26,2.82,100.0,66.96062992,6.142857143,7.0,2.411764706,48.63982002,36.0,46.22047244,16.0,4,505.0_1.26_2.82_100.0
505.0,1.26,2.82,100.0,60.40944882,5.375,8.0,3.235294118,19.70551181,38.0,43.32283465,16.0,5,505.0_1.26_2.82_100.0
600.0,1.26,2.82,100.0,62.92913386,6.142857143,7.0,6.294117647,15.2071991,40.0,45.71653543,22.0,1,600.0_1.26_2.82_100.0
600.0,1.26,2.82,100.0,69.48031496,7.166666667,6.0,3.294117647,28.1023622,40.0,39.41732283,22.0,2,600.0_1.26_2.82_100.0
600.0,1.26,2.82,100.0,66.96062992,6.142857143,7.0,2.411764706,48.63982002,36.0,46.22047244,22.0,3,600.0_1.26_2.82_100.0
600.0,1.26,2.82,100.0,69.98425197,7.166666667,6.0,3.235294118,34.80629921,40.0,38.53543307,22.0,4,600.0_1.26_2.82_100.0
600.0,1.26,2.82,100.0,60.91338583,5.375,8.0,6.352941176,12.8492126,36.0,44.70866142,22.0,5,600.0_1.26_2.82_100.0
405.0,1.26,3.45,100.0,58.39370079,6.142857143,7.0,14.76470588,33.49066367,42.0,47.1023622,11.0,1,405.0_1.26_3.45_100.0
